X,Y,Z
-5.0,-5.0,133.68684668872817
-4.898989898989899,-5.0,131.33777651714536
-4.797979797979798,-5.0,129.03332181604208
-4.696969696969697,-5.0,126.77369690508327
-4.595959595959596,-5.0,124.55913291254909
-4.494949494949495,-5.0,122.3898762289757
-4.393939393939394,-5.0,120.2661868586839
-4.292929292929293,-5.0,118.18833668022509
-4.191919191919192,-5.0,116.15660762738283
-4.090909090909091,-5.0,114.17128980290023
-3.9898989898989896,-5.0,112.23267953755293
-3.888888888888889,-5.0,110.34107740755347
-3.787878787878788,-5.0,108.49678622355191
-3.686868686868687,-5.0,106.70010900468674
-3.5858585858585856,-5.0,104.95134695124099
-3.484848484848485,-5.0,103.25079742946741
-3.383838383838384,-5.0,101.59875198206505
-3.282828282828283,-5.0,99.99549437761829
-3.1818181818181817,-5.0,98.44129871204842
-3.080808080808081,-5.0,96.93642757478005
-2.9797979797979797,-5.0,95.4811302918914
-2.878787878787879,-5.0,94.07564125800282
-2.7777777777777777,-5.0,92.72017836806404
-2.676767676767677,-5.0,91.41494155953197
-2.5757575757575757,-5.0,90.16011147469295
-2.474747474747475,-5.0,88.95584825207894
-2.3737373737373737,-5.0,87.8022904550635
-2.272727272727273,-5.0,86.69955414480633
-2.1717171717171717,-5.0,85.64773210374811
-2.070707070707071,-5.0,84.64689321485132
-1.9696969696969697,-5.0,83.69708200074015
-1.868686868686869,-5.0,82.79831832582268
-1.7676767676767677,-5.0,81.95059726338833
-1.6666666666666665,-5.0,81.15388912857004
-1.5656565656565657,-5.0,80.40813967695034
-1.4646464646464645,-5.0,79.71327046748246
-1.3636363636363638,-5.0,79.06917938729889
-1.2626262626262625,-5.0,78.47574133489542
-1.1616161616161618,-5.0,77.93280905712055
-1.0606060606060606,-5.0,77.44021413436992
-0.9595959595959593,-5.0,76.9977681073945
-0.858585858585859,-5.0,76.60526373818372
-0.7575757575757578,-5.0,76.26247639648744
-0.6565656565656566,-5.0,75.96916556270055
-0.5555555555555554,-5.0,75.72507643705481
-0.45454545454545503,-5.0,75.52994164435196
-0.3535353535353538,-5.0,75.38348302283258
-0.2525252525252526,-5.0,75.28541348521199
-0.15151515151515138,-5.0,75.2354389394325
-0.050505050505050164,-5.0,75.23326025628076
0.050505050505050164,-5.0,75.27857527070627
0.15151515151515138,-5.0,75.3710808034509
0.2525252525252526,-5.0,75.51047468946408
0.3535353535353538,-5.0,75.6964577995325
0.45454545454545414,-5.0,75.92873604159846
0.5555555555555554,-5.0,76.20702232837729
0.6565656565656566,-5.0,76.53103849810957
0.7575757575757578,-5.0,76.90051717559703
0.8585858585858581,-5.0,77.31520356107146
0.9595959595959593,-5.0,77.77485713492771
1.0606060606060606,-5.0,78.27925326691566
1.1616161616161618,-5.0,78.82818471902473
1.262626262626262,-5.0,79.42146303200592
1.3636363636363633,-5.0,80.05891978625483
1.4646464646464645,-5.0,80.74040772861997
1.5656565656565657,-5.0,81.46580175759716
1.666666666666667,-5.0,82.23499976031884
1.7676767676767673,-5.0,83.04792329573829
1.8686868686868685,-5.0,83.90451811943801
1.9696969696969697,-5.0,84.80475454655092
2.070707070707071,-5.0,85.74862765036652
2.1717171717171713,-5.0,86.7361572952928
2.2727272727272725,-5.0,87.767388003954
2.3737373737373737,-5.0,88.84238865931259
2.474747474747475,-5.0,89.96125204380925
2.5757575757575752,-5.0,91.12409421860364
2.6767676767676765,-5.0,92.33105374706939
2.7777777777777777,-5.0,93.58229076773844
2.878787878787879,-5.0,94.87798592289708
2.9797979797979792,-5.0,96.21833915000227
3.0808080808080813,-5.0,97.60356834400375
3.1818181818181817,-5.0,99.03390789952181
3.282828282828282,-5.0,100.50960714263474
3.383838383838384,-5.0,102.0309286627671
3.4848484848484844,-5.0,103.5981465558402
3.5858585858585865,-5.0,105.21154459043844
3.686868686868687,-5.0,106.87141430926081
3.787878787878787,-5.0,108.5780530785601
3.8888888888888893,-5.0,110.33176209861938
3.9898989898989896,-5.0,112.13284438857706
4.09090909090909,-5.0,113.98160275908322
4.191919191919192,-5.0,115.87833778635046
4.292929292929292,-5.0,117.82334580115435
4.3939393939393945,-5.0,119.81691690623806
4.494949494949495,-5.0,121.85933303538509
4.595959595959595,-5.0,123.95086606714685
4.696969696969697,-5.0,126.09177600584418
4.797979797979798,-5.0,128.28230924201318
4.8989898989899,-5.0,130.52269690393413
5.0,-5.0,132.81315331127183
-5.0,-4.898989898989899,130.83835010376487
-4.898989898989899,-4.898989898989899,128.47846570103948
-4.797979797979798,-4.898989898989899,126.16219064034559
-4.696969696969697,-4.898989898989899,123.88981832524325
-4.595959595959596,-4.898989898989899,121.66166517028215
-4.494949494949495,-4.898989898989899,119.47806848403597
-4.393939393939394,-4.898989898989899,117.33938421234573
-4.292929292929293,-4.898989898989899,115.24598455687074
-4.191919191919192,-4.898989898989899,113.19825548488025
-4.090909090909091,-4.898989898989899,111.19659414694684
-3.9898989898989896,-4.898989898989899,109.24140621981776
-3.888888888888889,-4.898989898989899,107.3331031922423
-3.787878787878788,-4.898989898989899,105.47209961191399
-3.686868686868687,-4.898989898989899,103.65881031194695
-3.5858585858585856,-4.898989898989899,101.89364763544278
-3.484848484848485,-4.898989898989899,100.17701867671659
-3.383838383838384,-4.898989898989899,98.50932255764022
-3.282828282828283,-4.898989898989899,96.89094775732478
-3.1818181818181817,-4.898989898989899,95.3222695130083
-3.080808080808081,-4.898989898989899,93.80364730953815
-2.9797979797979797,-4.898989898989899,92.33542247424428
-2.878787878787879,-4.898989898989899,90.9179158932951
-2.7777777777777777,-4.898989898989899,89.55142586481463
-2.676767676767677,-4.898989898989899,88.23622610312432
-2.5757575757575757,-4.898989898989899,86.97256390746269
-2.474747474747475,-4.898989898989899,85.76065850743423
-2.3737373737373737,-4.898989898989899,84.60069959625788
-2.272727272727273,-4.898989898989899,83.49284606162811
-2.1717171717171717,-4.898989898989899,82.43722492267977
-2.070707070707071,-4.898989898989899,81.43393048016885
-1.9696969696969697,-4.898989898989899,80.48302368555517
-1.868686868686869,-4.898989898989899,79.58453173320767
-1.7676767676767677,-4.898989898989899,78.73844787846103
-1.6666666666666665,-4.898989898989899,77.9447314827407
-1.5656565656565657,-4.898989898989899,77.20330828545463
-1.4646464646464645,-4.898989898989899,76.51407090083218
-1.3636363636363638,-4.898989898989899,75.87687953638682
-1.2626262626262625,-4.898989898989899,75.29156292819503
-1.1616161616161618,-4.898989898989899,74.7579194867344
-1.0606060606060606,-4.898989898989899,74.2757186456146
-0.9595959595959593,-4.898989898989899,73.84470240417747
-0.858585858585859,-4.898989898989899,73.46458705364563
-0.7575757575757578,-4.898989898989899,73.13506507527077
-0.6565656565656566,-4.898989898989899,72.85580719778208
-0.5555555555555554,-4.898989898989899,72.62646460036956
-0.45454545454545503,-4.898989898989899,72.44667124646305
-0.3535353535353538,-4.898989898989899,72.31604633269325
-0.2525252525252526,-4.898989898989899,72.23419683664932
-0.15151515151515138,-4.898989898989899,72.2007201463882
-0.050505050505050164,-4.898989898989899,72.2152067541022
0.050505050505050164,-4.898989898989899,72.27724299592329
0.15151515151515138,-4.898989898989899,72.38641381953364
0.2525252525252526,-4.898989898989899,72.5423055610652
0.3535353535353538,-4.898989898989899,72.74450871271029
0.45454545454545414,-4.898989898989899,72.99262066252581
0.5555555555555554,-4.898989898989899,73.286248388101
0.6565656565656566,-4.898989898989899,73.6250110860665
0.7575757575757578,-4.898989898989899,74.00854271985216
0.8585858585858581,-4.898989898989899,74.43649446864801
0.9595959595959593,-4.898989898989899,74.90853706118321
1.0606060606060606,-4.898989898989899,75.42436297870944
1.1616161616161618,-4.898989898989899,75.98368851244935
1.262626262626262,-4.898989898989899,76.58625566174476
1.3636363636363633,-4.898989898989899,77.23183386020536
1.4646464646464645,-4.898989898989899,77.92022151830871
1.5656565656565657,-4.898989898989899,78.65124737213134
1.666666666666667,-4.898989898989899,79.42477162918664
1.7676767676767673,-4.898989898989899,80.24068690370405
1.8686868686868685,-4.898989898989899,81.09891893509148
1.9696969696969697,-4.898989898989899,81.99942708477437
2.070707070707071,-4.898989898989899,82.94220460808744
2.1717171717171713,-4.898989898989899,83.9272786993996
2.2727272727272725,-4.898989898989899,84.95471031017067
2.3737373737373737,-4.898989898989899,86.02459374115666
2.474747474747475,-4.898989898989899,87.13705601149242
2.5757575757575752,-4.898989898989899,88.29225600887237
2.6767676767676765,-4.898989898989899,89.49038342651549
2.7777777777777777,-4.898989898989899,90.73165749402631
2.878787878787879,-4.898989898989899,92.01632551064326
2.9797979797979792,-4.898989898989899,93.34466119068784
