Wavelength,Composition,Intensity,Concentration
200.0,Composition_1,0.014713968796576996,0.0
201.00166944908182,Composition_1,-0.008157641749735057,0.0
202.0033388981636,Composition_1,-0.019470557865937183,0.0
203.00500834724542,Composition_1,0.0476775632929435,0.0
204.0066777963272,Composition_1,0.003336515906721743,0.0
205.00834724540903,Composition_1,-0.01293578253358567,0.0
206.01001669449082,Composition_1,-0.011623020065633954,0.0
207.01168614357263,Composition_1,-0.0016906710705523326,0.0
208.01335559265442,Composition_1,-0.0025952400893511918,0.0
209.01502504173624,Composition_1,0.010878899246606337,0.0
210.01669449081803,Composition_1,0.012832393103739266,0.0
211.01836393989984,Composition_1,0.011143759657501556,0.0
212.02003338898163,Composition_1,0.03868546569622146,0.0
213.02170283806345,Composition_1,0.040909147993151186,0.0
214.02337228714524,Composition_1,-0.037905069315774476,0.0
215.02504173622705,Composition_1,0.023735758341895716,0.0
216.02671118530884,Composition_1,0.0074861583370526225,0.0
217.02838063439066,Composition_1,0.010122638461043117,0.0
218.03005008347245,Composition_1,-0.015178114222070457,0.0
219.03171953255426,Composition_1,0.04509496453328224,0.0
220.03338898163605,Composition_1,0.01593438021005179,0.0
221.03505843071787,Composition_1,0.024666921348927777,0.0
222.03672787979966,Composition_1,0.027095895417010026,0.0
223.03839732888147,Composition_1,0.03667524274342144,0.0
224.04006677796326,Composition_1,0.01550218831450284,0.0
225.04173622704508,Composition_1,0.022194768262637214,0.0
226.04340567612687,Composition_1,0.026196084534290738,0.0
227.04507512520868,Composition_1,0.03917288996306064,0.0
228.04674457429047,Composition_1,0.02474950033139061,0.0
229.0484140233723,Composition_1,0.028655610687870113,0.0
230.0500834724541,Composition_1,0.01619888314960155,0.0
231.0517529215359,Composition_1,0.017572893164504,0.0
232.05342237061768,Composition_1,0.05418062165278333,0.0
233.0550918196995,Composition_1,0.06899110922783769,0.0
234.05676126878132,Composition_1,0.03229216194958123,0.0
235.0584307178631,Composition_1,0.04956360761690103,0.0
236.0601001669449,Composition_1,0.02070528177059372,0.0
237.0617696160267,Composition_1,0.03902712210700303,0.0
238.06343906510853,Composition_1,0.04104084318876638,0.0
239.0651085141903,Composition_1,0.08336005590276468,0.0
240.0667779632721,Composition_1,0.06237106204128476,0.0
241.06844741235392,Composition_1,0.031219121792101366,0.0
242.07011686143574,Composition_1,0.018841977019633964,0.0
243.07178631051752,Composition_1,0.04500098262517513,0.0
244.07345575959934,Composition_1,0.07295629661368028,0.0
245.07512520868113,Composition_1,0.07976735118178671,0.0
246.07679465776295,Composition_1,0.0921430920734972,0.0
247.07846410684473,Composition_1,0.044602403612838945,0.0
248.08013355592655,Composition_1,0.09690115827334683,0.0
249.08180300500834,Composition_1,0.09057323930565259,0.0
250.08347245409016,Composition_1,0.1041557996020442,0.0
251.08514190317194,Composition_1,0.1126855057103117,0.0
252.08681135225376,Composition_1,0.15131099504931284,0.0
253.08848080133555,Composition_1,0.13109818316389704,0.0
254.09015025041737,Composition_1,0.11698051808607852,0.0
255.09181969949915,Composition_1,0.1290023244495668,0.0
256.09348914858094,Composition_1,0.10732510120485303,0.0
257.09515859766276,Composition_1,0.11139358982600346,0.0
258.0968280467446,Composition_1,0.10100524816280591,0.0
259.0984974958264,Composition_1,0.1175555869114103,0.0
260.1001669449082,Composition_1,0.16419641436784752,0.0
261.10183639398997,Composition_1,0.14012331805777364,0.0
262.1035058430718,Composition_1,0.17477575131186796,0.0
263.1051752921536,Composition_1,0.19853614985827406,0.0
264.10684474123536,Composition_1,0.18411433400610497,0.0
265.1085141903172,Composition_1,0.19945525169907666,0.0
266.110183639399,Composition_1,0.17743161562335663,0.0
267.1118530884808,Composition_1,0.20117445182313648,0.0
268.11352253756263,Composition_1,0.24106020274439588,0.0
269.1151919866444,Composition_1,0.19768081467826226,0.0
270.1168614357262,Composition_1,0.24784507542842948,0.0
271.118530884808,Composition_1,0.2722683887424871,0.0
272.1202003338898,Composition_1,0.2559934476626665,0.0
273.1218697829716,Composition_1,0.22244952319830685,0.0
274.1235392320534,Composition_1,0.27217032391103824,0.0
275.12520868113523,Composition_1,0.27370413257537846,0.0
276.12687813021705,Composition_1,0.2945662867146465,0.0
277.1285475792988,Composition_1,0.31000286760464385,0.0
278.1302170283806,Composition_1,0.28993743248643417,0.0
279.13188647746244,Composition_1,0.2990799896441206,0.0
280.1335559265442,Composition_1,0.32354296129958354,0.0
281.1352253756261,Composition_1,0.318000857254148,0.0
282.13689482470784,Composition_1,0.35123568752770584,0.0
283.13856427378965,Composition_1,0.3570192683343805,0.0
284.14023372287147,Composition_1,0.4231598044318431,0.0
285.14190317195323,Composition_1,0.3613200962893972,0.0
286.14357262103505,Composition_1,0.37763563254322946,0.0
287.14524207011686,Composition_1,0.413322511470979,0.0
288.1469115191987,Composition_1,0.43396710319081316,0.0
289.1485809682805,Composition_1,0.4740185946935611,0.0
290.15025041736226,Composition_1,0.4725742532018593,0.0
291.1519198664441,Composition_1,0.4685014907998561,0.0
292.1535893155259,Composition_1,0.4698563075014541,0.0
293.15525876460765,Composition_1,0.49394100203867697,0.0
294.15692821368947,Composition_1,0.47584747460154364,0.0
295.1585976627713,Composition_1,0.49379525502468624,0.0
296.1602671118531,Composition_1,0.48254041100005235,0.0
297.1619365609349,Composition_1,0.5196741222190269,0.0
298.1636060100167,Composition_1,0.5555438021142167,0.0
299.1652754590985,Composition_1,0.5441003421251679,0.0
300.1669449081803,Composition_1,0.5447651779008599,0.0
301.1686143572621,Composition_1,0.5649360354137675,0.0
302.1702838063439,Composition_1,0.5984174203589402,0.0
303.1719532554257,Composition_1,0.5905279183900132,0.0
304.1736227045075,Composition_1,0.6242369495869933,0.0
305.17529215358934,Composition_1,0.5924796626472182,0.0
306.1769616026711,Composition_1,0.6126243483218944,0.0
307.1786310517529,Composition_1,0.6310628903492786,0.0
308.18030050083473,Composition_1,0.6259873763815984,0.0
309.1819699499165,Composition_1,0.7218599713478238,0.0
310.1836393989983,Composition_1,0.6516557919700823,0.0
311.1853088480801,Composition_1,0.7022518075528669,0.0
312.18697829716194,Composition_1,0.6807691859682125,0.0
313.18864774624376,Composition_1,0.6936990221300487,0.0
314.1903171953255,Composition_1,0.7196187443803069,0.0
315.19198664440734,Composition_1,0.6937579072514243,0.0
316.19365609348915,Composition_1,0.7187134645610928,0.0
